Left,Center,Right,Steering,Acceleration,Brake,Speed,Time,X,Y,Z,RX,RY,RZ
left_2018_11_10_13_35_22_906.jpg,center_2018_11_10_13_35_22_906.jpg,right_2018_11_10_13_35_22_906.jpg,0.00,0.3561825,0,0,859.3149,15.51325,6.843786,108.9982,359.9334,185.1701,0.001233055
left_2018_11_10_13_35_22_990.jpg,center_2018_11_10_13_35_22_990.jpg,right_2018_11_10_13_35_22_990.jpg,0.00,0.3980279,0,1,859.3652,15.51119,6.843791,108.9759,359.9184,185.1732,0.000739204
left_2018_11_10_13_35_23_072.jpg,center_2018_11_10_13_35_23_072.jpg,right_2018_11_10_13_35_23_072.jpg,0.00,0.439016,0,1,859.4167,15.50866,6.843813,108.9486,359.9185,185.1773,0.00088183
left_2018_11_10_13_35_23_139.jpg,center_2018_11_10_13_35_23_139.jpg,right_2018_11_10_13_35_23_139.jpg,0.00,0.4723621,0,1,859.4686,15.5056,6.843798,108.9155,359.8919,185.1814,0.001156388
left_2018_11_10_13_35_23_221.jpg,center_2018_11_10_13_35_23_221.jpg,right_2018_11_10_13_35_23_221.jpg,0.00,0.5,0,1,859.5203,15.50205,6.843806,108.8772,359.8835,185.1803,0.001246392
left_2018_11_10_13_35_23_304.jpg,center_2018_11_10_13_35_23_304.jpg,right_2018_11_10_13_35_23_304.jpg,0.00,0.5,0,2,859.5713,15.49801,6.843812,108.8333,359.8787,185.1785,0.001191024
left_2018_11_10_13_35_23_387.jpg,center_2018_11_10_13_35_23_387.jpg,right_2018_11_10_13_35_23_387.jpg,0.00,0.5412466,0,2,859.6208,15.49346,6.843813,108.7839,359.8739,185.1779,0.00111703
left_2018_11_10_13_35_23_470.jpg,center_2018_11_10_13_35_23_470.jpg,right_2018_11_10_13_35_23_470.jpg,0.00,0.5827895,0,2,859.6727,15.48839,6.843817,108.7286,359.8678,185.1781,0.001073756
left_2018_11_10_13_35_23_553.jpg,center_2018_11_10_13_35_23_553.jpg,right_2018_11_10_13_35_23_553.jpg,0.00,0.6241816,0,2,859.7234,15.48274,6.843822,108.667,359.8597,185.1784,0.001041361
left_2018_11_10_13_35_23_635.jpg,center_2018_11_10_13_35_23_635.jpg,right_2018_11_10_13_35_23_635.jpg,0.00,0.6654968,0,3,859.7742,15.4765,6.843827,108.5989,359.8506,185.1789,0.001043334
left_2018_11_10_13_35_23_718.jpg,center_2018_11_10_13_35_23_718.jpg,right_2018_11_10_13_35_23_718.jpg,0.00,0.62408,0,3,859.8403,15.46785,6.843834,108.5043,359.8419,185.1795,0.001054862
left_2018_11_10_13_35_23_801.jpg,center_2018_11_10_13_35_23_801.jpg,right_2018_11_10_13_35_23_801.jpg,0.00,0.5826637,0,3,859.8939,15.46031,6.843835,108.4218,359.8429,185.18,0.001060543
left_2018_11_10_13_35_23_883.jpg,center_2018_11_10_13_35_23_883.jpg,right_2018_11_10_13_35_23_883.jpg,0.00,0.5412468,0,4,859.9449,15.45228,6.843832,108.334,359.8487,185.1806,0.001056989
left_2018_11_10_13_35_23_966.jpg,center_2018_11_10_13_35_23_966.jpg,right_2018_11_10_13_35_23_966.jpg,0.00,0.5,0,4,859.9943,15.44384,6.843826,108.2416,359.8568,185.1811,0.001058177
left_2018_11_10_13_35_24_049.jpg,center_2018_11_10_13_35_24_049.jpg,right_2018_11_10_13_35_24_049.jpg,0.00,0.5,0,4,860.045,15.43503,6.84382,108.1451,359.8644,185.1816,0.001052671
left_2018_11_10_13_35_24_132.jpg,center_2018_11_10_13_35_24_132.jpg,right_2018_11_10_13_35_24_132.jpg,0.00,0.5330815,0,4,860.0994,15.42585,6.843816,108.0446,359.8683,185.1821,0.001047843
left_2018_11_10_13_35_24_216.jpg,center_2018_11_10_13_35_24_216.jpg,right_2018_11_10_13_35_24_216.jpg,0.00,0.5749257,0,4,860.151,15.4163,6.843816,107.9399,359.8664,185.1826,0.001082786
left_2018_11_10_13_35_24_298.jpg,center_2018_11_10_13_35_24_298.jpg,right_2018_11_10_13_35_24_298.jpg,0.00,0.6159147,0,5,860.2062,15.40632,6.843821,107.8307,359.8604,185.1833,0.00107661
left_2018_11_10_13_35_24_365.jpg,center_2018_11_10_13_35_24_365.jpg,right_2018_11_10_13_35_24_365.jpg,0.00,0.6322901,0,5,860.2603,15.39589,6.843826,107.7164,359.8521,185.184,0.001063594
left_2018_11_10_13_35_24_431.jpg,center_2018_11_10_13_35_24_431.jpg,right_2018_11_10_13_35_24_431.jpg,0.00,0.5988742,0,5,860.3239,15.38777,6.843831,107.6273,359.8479,185.1845,0.001074403
left_2018_11_10_13_35_24_513.jpg,center_2018_11_10_13_35_24_513.jpg,right_2018_11_10_13_35_24_513.jpg,0.00,0.5579196,0,5,860.3756,15.37658,6.843833,107.5047,359.8481,185.1852,0.00108517
left_2018_11_10_13_35_24_596.jpg,center_2018_11_10_13_35_24_596.jpg,right_2018_11_10_13_35_24_596.jpg,0.00,0.5165291,0,5,860.4277,15.36504,6.84383,107.3783,359.8532,185.1859,0.001077562
left_2018_11_10_13_35_24_663.jpg,center_2018_11_10_13_35_24_663.jpg,right_2018_11_10_13_35_24_663.jpg,0.00,0.5,0,5,860.4804,15.35321,6.843825,107.2485,359.8607,185.1866,0.001082009
left_2018_11_10_13_35_24_745.jpg,center_2018_11_10_13_35_24_745.jpg,right_2018_11_10_13_35_24_745.jpg,0.00,0.5,0,6,860.5339,15.34111,6.843821,107.1159,359.8666,185.1873,0.001073796
left_2018_11_10_13_35_24_828.jpg,center_2018_11_10_13_35_24_828.jpg,right_2018_11_10_13_35_24_828.jpg,0.00,0.5,0,6,860.5862,15.32875,6.843817,106.9805,359.8697,185.188,0.001082769
left_2018_11_10_13_35_24_911.jpg,center_2018_11_10_13_35_24_911.jpg,right_2018_11_10_13_35_24_911.jpg,0.00,0.5,0,6,860.6396,15.31615,6.843815,106.8424,359.8711,185.1887,0.001068336
left_2018_11_10_13_35_24_998.jpg,center_2018_11_10_13_35_24_998.jpg,right_2018_11_10_13_35_24_998.jpg,0.00,0.5,0,6,860.6907,15.3033,6.843816,106.7017,359.8717,185.1894,0.001089736
left_2018_11_10_13_35_25_076.jpg,center_2018_11_10_13_35_25_076.jpg,right_2018_11_10_13_35_25_076.jpg,0.00,0.5,0,6,860.7411,15.29023,6.843816,106.5584,359.8719,185.1902,0.001092367
left_2018_11_10_13_35_25_159.jpg,center_2018_11_10_13_35_25_159.jpg,right_2018_11_10_13_35_25_159.jpg,0.00,0.5,0,6,860.7925,15.27357,6.843817,106.3758,359.872,185.1911,0.001077161
left_2018_11_10_13_35_25_242.jpg,center_2018_11_10_13_35_25_242.jpg,right_2018_11_10_13_35_25_242.jpg,0.00,0.5,0,6,860.8437,15.26,6.843816,106.2271,359.872,185.1918,0.001073227
left_2018_11_10_13_35_25_325.jpg,center_2018_11_10_13_35_25_325.jpg,right_2018_11_10_13_35_25_325.jpg,0.00,0.5,0,6,860.8934,15.24621,6.843817,106.076,359.872,185.1926,0.001068085
left_2018_11_10_13_35_25_408.jpg,center_2018_11_10_13_35_25_408.jpg,right_2018_11_10_13_35_25_408.jpg,0.00,0.5,0,7,860.9444,15.23223,6.843816,105.9228,359.8719,185.1934,0.001073697
left_2018_11_10_13_35_25_490.jpg,center_2018_11_10_13_35_25_490.jpg,right_2018_11_10_13_35_25_490.jpg,0.00,0.5,0,7,860.9965,15.21804,6.843816,105.7674,359.8719,185.1942,0.001099911
left_2018_11_10_13_35_25_574.jpg,center_2018_11_10_13_35_25_574.jpg,right_2018_11_10_13_35_25_574.jpg,0.00,0.5,0,7,861.0494,15.20367,6.843817,105.6099,359.8718,185.195,0.001091432
left_2018_11_10_13_35_25_656.jpg,center_2018_11_10_13_35_25_656.jpg,right_2018_11_10_13_35_25_656.jpg,0.00,0.5,0,7,861.1012,15.1891,6.843816,105.4504,359.8718,185.1958,0.001092687
left_2018_11_10_13_35_25_740.jpg,center_2018_11_10_13_35_25_740.jpg,right_2018_11_10_13_35_25_740.jpg,0.00,0.5,0,7,861.1528,15.17064,6.843816,105.2483,359.8717,185.1969,0.001109043
left_2018_11_10_13_35_25_822.jpg,center_2018_11_10_13_35_25_822.jpg,right_2018_11_10_13_35_25_822.jpg,0.00,0.5,0,7,861.2045,15.15568,6.843817,105.0844,359.8717,185.1977,0.001107003
left_2018_11_10_13_35_25_905.jpg,center_2018_11_10_13_35_25_905.jpg,right_2018_11_10_13_35_25_905.jpg,0.00,0.5,0,7,861.2559,15.14055,6.843816,104.9187,359.8716,185.1986,0.001114125
left_2018_11_10_13_35_25_988.jpg,center_2018_11_10_13_35_25_988.jpg,right_2018_11_10_13_35_25_988.jpg,0.00,0.5248076,0,7,861.3109,15.12525,6.843817,104.7512,359.8712,185.1994,0.001101297
left_2018_11_10_13_35_26_055.jpg,center_2018_11_10_13_35_26_055.jpg,right_2018_11_10_13_35_26_055.jpg,0.00,0.5582688,0,7,861.36,15.11365,6.843818,104.6243,359.869,185.2001,0.001108503
left_2018_11_10_13_35_26_137.jpg,center_2018_11_10_13_35_26_137.jpg,right_2018_11_10_13_35_26_137.jpg,0.00,0.5994397,0,7,861.4101,15.09799,6.843821,104.4528,359.8631,185.2011,0.001105728
left_2018_11_10_13_35_26_220.jpg,center_2018_11_10_13_35_26_220.jpg,right_2018_11_10_13_35_26_220.jpg,0.00,0.6409827,0,8,861.46,15.07802,6.843828,104.2344,359.8528,185.2024,0.001114416
left_2018_11_10_13_35_26_304.jpg,center_2018_11_10_13_35_26_304.jpg,right_2018_11_10_13_35_26_304.jpg,0.00,0.6827492,0,8,861.5218,15.0617,6.843835,104.0558,359.8436,185.2035,0.001156541
left_2018_11_10_13_35_26_388.jpg,center_2018_11_10_13_35_26_388.jpg,right_2018_11_10_13_35_26_388.jpg,0.00,0.7238161,0,8,861.5724,15.04503,6.843842,103.8733,359.834,185.2047,0.001140052
left_2018_11_10_13_35_26_469.jpg,center_2018_11_10_13_35_26_469.jpg,right_2018_11_10_13_35_26_469.jpg,0.00,0.7654952,0,8,861.623,15.02796,6.843848,103.6866,359.8242,185.2061,0.001136055
left_2018_11_10_13_35_26_551.jpg,center_2018_11_10_13_35_26_551.jpg,right_2018_11_10_13_35_26_551.jpg,-0.01,0.8066491,0,8,861.674,15.01048,6.843854,103.4952,359.8144,185.2067,0.000409788
left_2018_11_10_13_35_26_634.jpg,center_2018_11_10_13_35_26_634.jpg,right_2018_11_10_13_35_26_634.jpg,-0.01,0.8480668,0,9,861.7249,14.99305,6.843863,103.2986,359.8045,185.1863,359.9912
left_2018_11_10_13_35_26_718.jpg,center_2018_11_10_13_35_26_718.jpg,right_2018_11_10_13_35_26_718.jpg,-0.01,0.8897786,0,9,861.7809,14.97542,6.843872,103.0965,359.7944,185.1519,359.9879
left_2018_11_10_13_35_26_799.jpg,center_2018_11_10_13_35_26_799.jpg,right_2018_11_10_13_35_26_799.jpg,-0.01,0.9308993,0,9,861.8321,14.95294,6.843878,102.8356,359.7819,185.1034,359.9882
left_2018_11_10_13_35_26_882.jpg,center_2018_11_10_13_35_26_882.jpg,right_2018_11_10_13_35_26_882.jpg,-0.01,0.9723158,0,9,861.8832,14.93455,6.843885,102.6197,359.7718,185.0627,359.9894
left_2018_11_10_13_35_26_966.jpg,center_2018_11_10_13_35_26_966.jpg,right_2018_11_10_13_35_26_966.jpg,-0.01,1,0,10,861.9335,14.91576,6.843892,102.3972,359.7618,185.0208,359.9903
left_2018_11_10_13_35_27_048.jpg,center_2018_11_10_13_35_27_048.jpg,right_2018_11_10_13_35_27_048.jpg,-0.01,1,0,10,861.9841,14.89657,6.843896,102.1679,359.7542,184.9776,359.9908
left_2018_11_10_13_35_27_131.jpg,center_2018_11_10_13_35_27_131.jpg,right_2018_11_10_13_35_27_131.jpg,-0.01,1,0,10,862.0353,14.87701,6.843898,101.932,359.7501,184.9332,359.991
left_2018_11_10_13_35_27_214.jpg,center_2018_11_10_13_35_27_214.jpg,right_2018_11_10_13_35_27_214.jpg,-0.03,1,0,11,862.09,14.85744,6.843905,101.6896,359.7481,184.876,359.9826
left_2018_11_10_13_35_27_297.jpg,center_2018_11_10_13_35_27_297.jpg,right_2018_11_10_13_35_27_297.jpg,-0.04,1,0,11,862.1403,14.83856,6.843909,101.441,359.7473,184.7742,359.9666
left_2018_11_10_13_35_27_380.jpg,center_2018_11_10_13_35_27_380.jpg,right_2018_11_10_13_35_27_380.jpg,-0.04,1,0,11,862.189,14.81566,6.843912,101.1216,359.7467,184.6041,359.957
left_2018_11_10_13_35_27_463.jpg,center_2018_11_10_13_35_27_463.jpg,right_2018_11_10_13_35_27_463.jpg,-0.04,1,0,12,862.2404,14.79776,6.843912,100.8595,359.7464,184.4548,359.9565
left_2018_11_10_13_35_27_546.jpg,center_2018_11_10_13_35_27_546.jpg,right_2018_11_10_13_35_27_546.jpg,-0.04,1,0,12,862.2925,14.78026,6.843912,100.5917,359.7462,184.2998,359.9578
left_2018_11_10_13_35_27_629.jpg,center_2018_11_10_13_35_27_629.jpg,right_2018_11_10_13_35_27_629.jpg,-0.04,1,0,12,862.3414,14.76316,6.843912,100.3184,359.746,184.1407,359.959
left_2018_11_10_13_35_27_711.jpg,center_2018_11_10_13_35_27_711.jpg,right_2018_11_10_13_35_27_711.jpg,-0.04,0.9668667,0,12,862.3918,14.74652,6.843912,100.0397,359.7464,183.9782,359.9596
left_2018_11_10_13_35_27_794.jpg,center_2018_11_10_13_35_27_794.jpg,right_2018_11_10_13_35_27_794.jpg,-0.04,0.9254501,0,13,862.4427,14.7304,6.84391,99.75629,359.7502,183.8126,359.9596
left_2018_11_10_13_35_27_876.jpg,center_2018_11_10_13_35_27_876.jpg,right_2018_11_10_13_35_27_876.jpg,-0.04,0.8840333,0,13,862.5087,14.71487,6.843906,99.46876,359.7569,183.644,359.9591
left_2018_11_10_13_35_27_959.jpg,center_2018_11_10_13_35_27_959.jpg,right_2018_11_10_13_35_27_959.jpg,-0.04,0.8425907,0,13,862.5609,14.6964,6.843899,99.10458,359.7675,183.4298,359.9581
left_2018_11_10_13_35_28_043.jpg,center_2018_11_10_13_35_28_043.jpg,right_2018_11_10_13_35_28_043.jpg,-0.04,0.8011976,0,13,862.6118,14.68246,6.843893,98.81019,359.7768,183.256,359.9574
left_2018_11_10_13_35_28_109.jpg,center_2018_11_10_13_35_28_109.jpg,right_2018_11_10_13_35_28_109.jpg,-0.04,0.767839,0,13,862.6638,14.67253,6.843888,98.58801,359.7839,183.1244,359.9568
left_2018_11_10_13_35_28_192.jpg,center_2018_11_10_13_35_28_192.jpg,right_2018_11_10_13_35_28_192.jpg,-0.04,0.7266505,0,13,862.7192,14.66002,6.843883,98.29043,359.7936,182.9477,359.9562
left_2018_11_10_13_35_28_276.jpg,center_2018_11_10_13_35_28_276.jpg,right_2018_11_10_13_35_28_276.jpg,-0.04,0.6849244,0,13,862.7719,14.6484,6.843876,97.99185,359.8033,182.7699,359.9557
left_2018_11_10_13_35_28_358.jpg,center_2018_11_10_13_35_28_358.jpg,right_2018_11_10_13_35_28_358.jpg,-0.04,0.7103936,0,13,862.8238,14.63769,6.84387,97.69281,359.8126,182.5911,359.9554
left_2018_11_10_13_35_28_440.jpg,center_2018_11_10_13_35_28_440.jpg,right_2018_11_10_13_35_28_440.jpg,-0.04,0.7514642,0,13,862.8743,14.62559,6.843866,97.31808,359.8148,182.3671,359.9551
left_2018_11_10_13_35_28_524.jpg,center_2018_11_10_13_35_28_524.jpg,right_2018_11_10_13_35_28_524.jpg,-0.04,0.7932354,0,13,862.925,14.61691,6.843869,97.01691,359.8101,182.1876,359.9549
left_2018_11_10_13_35_28_606.jpg,center_2018_11_10_13_35_28_606.jpg,right_2018_11_10_13_35_28_606.jpg,-0.04,0.7519965,0,13,862.9803,14.60914,6.843874,96.7142,359.8051,182.0076,359.9546
left_2018_11_10_13_35_28_689.jpg,center_2018_11_10_13_35_28_689.jpg,right_2018_11_10_13_35_28_689.jpg,-0.04,0.710587,0,13,863.0319,14.60229,6.843876,96.41041,359.8058,181.8268,359.9543
left_2018_11_10_13_35_28_771.jpg,center_2018_11_10_13_35_28_771.jpg,right_2018_11_10_13_35_28_771.jpg,-0.04,0.6693398,0,13,863.0829,14.59639,6.843873,96.10611,359.811,181.6453,359.954
left_2018_11_10_13_35_28_855.jpg,center_2018_11_10_13_35_28_855.jpg,right_2018_11_10_13_35_28_855.jpg,-0.04,0.6277019,0,13,863.1315,14.59146,6.843868,95.80183,359.8188,181.4632,359.9539
left_2018_11_10_13_35_28_936.jpg,center_2018_11_10_13_35_28_936.jpg,right_2018_11_10_13_35_28_936.jpg,-0.04,0.5865066,0,13,863.1816,14.58751,6.843862,95.49813,359.8279,181.2809,359.9538
left_2018_11_10_13_35_29_020.jpg,center_2018_11_10_13_35_29_020.jpg,right_2018_11_10_13_35_29_020.jpg,-0.04,0.5448449,0,13,863.2323,14.58395,6.843853,95.12007,359.8398,181.053,359.9539
left_2018_11_10_13_35_29_103.jpg,center_2018_11_10_13_35_29_103.jpg,right_2018_11_10_13_35_29_103.jpg,-0.04,0.5034566,0,13,863.2839,14.58221,6.843847,94.81953,359.8495,180.8712,359.9543
left_2018_11_10_13_35_29_186.jpg,center_2018_11_10_13_35_29_186.jpg,right_2018_11_10_13_35_29_186.jpg,-0.04,0.5,0,13,863.332,14.58144,6.84384,94.5211,359.8583,180.6902,359.9547
left_2018_11_10_13_35_29_269.jpg,center_2018_11_10_13_35_29_269.jpg,right_2018_11_10_13_35_29_269.jpg,-0.04,0.5,0,13,863.3818,14.58162,6.843837,94.22485,359.8636,180.5101,359.9552
left_2018_11_10_13_35_29_352.jpg,center_2018_11_10_13_35_29_352.jpg,right_2018_11_10_13_35_29_352.jpg,-0.04,0.5,0,13,863.4311,14.58273,6.843834,93.9307,359.8663,180.3313,359.9557
left_2018_11_10_13_35_29_434.jpg,center_2018_11_10_13_35_29_434.jpg,right_2018_11_10_13_35_29_434.jpg,-0.04,0.5,0,13,863.48,14.58475,6.843833,93.63865,359.8676,180.1537,359.9563
left_2018_11_10_13_35_29_516.jpg,center_2018_11_10_13_35_29_516.jpg,right_2018_11_10_13_35_29_516.jpg,-0.03,0.5,0,13,863.5301,14.58766,6.843832,93.3486,359.8682,179.9773,359.9569
left_2018_11_10_13_35_29_600.jpg,center_2018_11_10_13_35_29_600.jpg,right_2018_11_10_13_35_29_600.jpg,-0.03,0.5,0,13,863.5819,14.59228,6.843832,92.98879,359.8684,179.7681,359.9615
left_2018_11_10_13_35_29_682.jpg,center_2018_11_10_13_35_29_682.jpg,right_2018_11_10_13_35_29_682.jpg,-0.03,0.5,0,13,863.6326,14.59682,6.843831,92.70308,359.8685,179.607,359.9629
left_2018_11_10_13_35_29_765.jpg,center_2018_11_10_13_35_29_765.jpg,right_2018_11_10_13_35_29_765.jpg,-0.03,0.5,0,12,863.6837,14.60211,6.843832,92.4192,359.8686,179.4482,359.9634
left_2018_11_10_13_35_29_848.jpg,center_2018_11_10_13_35_29_848.jpg,right_2018_11_10_13_35_29_848.jpg,-0.03,0.5,0,12,863.7327,14.60814,6.843832,92.13713,359.8687,179.2908,359.9636
left_2018_11_10_13_35_29_931.jpg,center_2018_11_10_13_35_29_931.jpg,right_2018_11_10_13_35_29_931.jpg,-0.03,0.5,0,12,863.7858,14.6149,6.843832,91.85678,359.8687,179.1346,359.9637
left_2018_11_10_13_35_30_014.jpg,center_2018_11_10_13_35_30_014.jpg,right_2018_11_10_13_35_30_014.jpg,-0.03,0.5,0,12,863.8343,14.62239,6.843832,91.57813,359.8688,178.9793,359.9639
left_2018_11_10_13_35_30_096.jpg,center_2018_11_10_13_35_30_096.jpg,right_2018_11_10_13_35_30_096.jpg,-0.03,0.516566,0,12,863.884,14.63058,6.843832,91.30112,359.8689,178.825,359.9642
left_2018_11_10_13_35_30_179.jpg,center_2018_11_10_13_35_30_179.jpg,right_2018_11_10_13_35_30_179.jpg,-0.03,0.5579833,0,12,863.9334,14.64182,6.843832,90.95676,359.8658,178.6334,359.9645
left_2018_11_10_13_35_30_262.jpg,center_2018_11_10_13_35_30_262.jpg,right_2018_11_10_13_35_30_262.jpg,-0.03,0.5993996,0,12,863.9847,14.6516,6.843836,90.68211,359.8595,178.481,359.9648
left_2018_11_10_13_35_30_345.jpg,center_2018_11_10_13_35_30_345.jpg,right_2018_11_10_13_35_30_345.jpg,-0.03,0.6408165,0,12,864.0433,14.66211,6.843842,90.40765,359.8513,178.3291,359.9649
left_2018_11_10_13_35_30_428.jpg,center_2018_11_10_13_35_30_428.jpg,right_2018_11_10_13_35_30_428.jpg,-0.03,0.6822947,0,12,864.0959,14.67336,6.843848,90.1328,359.8423,178.1775,359.965
left_2018_11_10_13_35_30_511.jpg,center_2018_11_10_13_35_30_511.jpg,right_2018_11_10_13_35_30_511.jpg,-0.03,0.7236499,0,12,864.1437,14.68537,6.843854,89.85706,359.8327,178.026,359.9649
left_2018_11_10_13_35_30_594.jpg,center_2018_11_10_13_35_30_594.jpg,right_2018_11_10_13_35_30_594.jpg,-0.03,0.7653345,0,12,864.1934,14.69817,6.843862,89.57988,359.8229,177.8741,359.9647
left_2018_11_10_13_35_30_677.jpg,center_2018_11_10_13_35_30_677.jpg,right_2018_11_10_13_35_30_677.jpg,-0.03,0.8068339,0,12,864.2424,14.71179,6.843868,89.30079,359.813,177.7217,359.9644
left_2018_11_10_13_35_30_759.jpg,center_2018_11_10_13_35_30_759.jpg,right_2018_11_10_13_35_30_759.jpg,-0.03,0.8479,0,12,864.2903,14.73002,6.843876,88.94851,359.8007,177.53,359.9638
left_2018_11_10_13_35_30_842.jpg,center_2018_11_10_13_35_30_842.jpg,right_2018_11_10_13_35_30_842.jpg,-0.03,0.8893254,0,13,864.34,14.74563,6.843883,88.6634,359.7908,177.3755,359.9632
left_2018_11_10_13_35_30_926.jpg,center_2018_11_10_13_35_30_926.jpg,right_2018_11_10_13_35_30_926.jpg,-0.04,0.9310709,0,13,864.3983,14.76235,6.843891,88.37489,359.7809,177.2143,359.9589
left_2018_11_10_13_35_31_009.jpg,center_2018_11_10_13_35_31_009.jpg,right_2018_11_10_13_35_31_009.jpg,-0.05,0.972484,0,13,864.4476,14.78073,6.843901,88.0826,359.7712,177.0251,359.9463
left_2018_11_10_13_35_31_091.jpg,center_2018_11_10_13_35_31_091.jpg,right_2018_11_10_13_35_31_091.jpg,-0.07,1,0,13,864.4963,14.80159,6.843915,87.78622,359.7618,176.7802,359.9214
left_2018_11_10_13_35_31_174.jpg,center_2018_11_10_13_35_31_174.jpg,right_2018_11_10_13_35_31_174.jpg,-0.08,1,0,13,864.5476,14.82566,6.843929,87.48565,359.7545,176.4529,359.8932
left_2018_11_10_13_35_31_257.jpg,center_2018_11_10_13_35_31_257.jpg,right_2018_11_10_13_35_31_257.jpg,-0.09,1,0,14,864.5983,14.85287,6.843937,87.181,359.7506,176.064,359.8752
left_2018_11_10_13_35_31_339.jpg,center_2018_11_10_13_35_31_339.jpg,right_2018_11_10_13_35_31_339.jpg,-0.10,1,0,14,864.6472,14.89152,6.843943,86.79466,359.7485,175.5147,359.8611
left_2018_11_10_13_35_31_422.jpg,center_2018_11_10_13_35_31_422.jpg,right_2018_11_10_13_35_31_422.jpg,-0.10,1,0,14,864.6978,14.92639,6.843946,86.48138,359.7478,175.0308,359.853
left_2018_11_10_13_35_31_505.jpg,center_2018_11_10_13_35_31_505.jpg,right_2018_11_10_13_35_31_505.jpg,-0.10,1,0,14,864.7479,14.96468,6.843946,86.16447,359.7474,174.5228,359.8509
left_2018_11_10_13_35_31_587.jpg,center_2018_11_10_13_35_31_587.jpg,right_2018_11_10_13_35_31_587.jpg,-0.10,1,0,14,864.7968,15.00647,6.843948,85.84409,359.7471,173.9998,359.849
left_2018_11_10_13_35_31_671.jpg,center_2018_11_10_13_35_31_671.jpg,right_2018_11_10_13_35_31_671.jpg,-0.09,1,0,14,864.8458,15.05175,6.843946,85.52039,359.7468,173.4644,359.8507
left_2018_11_10_13_35_31_753.jpg,center_2018_11_10_13_35_31_753.jpg,right_2018_11_10_13_35_31_753.jpg,-0.08,1,0,15,864.8969,15.09964,6.843941,85.19325,359.7459,172.9598,359.8678
left_2018_11_10_13_35_31_837.jpg,center_2018_11_10_13_35_31_837.jpg,right_2018_11_10_13_35_31_837.jpg,-0.07,1,0,15,864.9449,15.14986,6.843935,84.86279,359.7451,172.5029,359.8868
left_2018_11_10_13_35_31_919.jpg,center_2018_11_10_13_35_31_919.jpg,right_2018_11_10_13_35_31_919.jpg,-0.06,1,0,15,864.9954,15.21563,6.843931,84.44514,359.7445,171.9975,359.9061
left_2018_11_10_13_35_32_001.jpg,center_2018_11_10_13_35_32_001.jpg,right_2018_11_10_13_35_32_001.jpg,-0.05,1,0,15,865.0435,15.27031,6.843926,84.10744,359.7442,171.6453,359.9207
